,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
3664,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.thestuckmovie.com/#menu,340816,"[{""id"": 1003, ""name"": ""photographer""}, {""id"": 3262, ""name"": ""surgeon""}, {""id"": 3537, ""name"": ""orchestra""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 173325, ""name"": ""stuck in elevator""}, {""id"": 188960, ""name"": ""elevator""}, {""id"": 207317, ""name"": ""christmas""}]",en,Christmas Eve,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.",1.985243,"[{""name"": ""Unstuck"", ""id"": 69292}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-04 00:00:00,0,95.0,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They'll be home for Christmas...if only in their dreams.,Christmas Eve,6.1,24
3666,15000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,297596,"[{""id"": 591, ""name"": ""cia""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 13015, ""name"": ""terrorism""}]",en,Dying of the Light,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",10.480089999999999,"[{""name"": ""TinRes Entertainment"", ""id"": 20658}, {""name"": ""Over Under Media"", ""id"": 40541}]","[{""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-04 00:00:00,0,94.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}]",Released,,Dying of the Light,4.5,118
3670,0,"[{""id"": 10751, ""name"": ""Family""}]",,447027,[],en,Running Forever,"After being estranged since her mother's death in the 9/11 attacks, both daughter and father must work together to re-establish their relationship. When the difficulty nearly consumes them both, a bond with a beautiful horse that has also gone through its own tragic loss brings Taylor Sims, back to what is important - family, friendship and faith. With help from the community and from above, they repair the pieces of their lives and learn to stop running, forever.",0.028756,"[{""name"": ""New Kingdom Pictures"", ""id"": 41671}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-27 00:00:00,0,88.0,[],Released,,Running Forever,0.0,0
3671,5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.yogahosers.com/,290825,"[{""id"": 1329, ""name"": ""canada""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 15285, ""name"": ""spin off""}, {""id"": 229863, ""name"": ""ancient evil""}]",en,Yoga Hosers,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,8.618793,"[{""name"": ""Invincible Pictures Corp."", ""id"": 16301}, {""name"": ""Abbolita Productions"", ""id"": 23700}, {""name"": ""Destro Films"", ""id"": 35043}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-08 00:00:00,0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Do your 'wurst...,Yoga Hosers,4.7,102
3672,0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",,361159,"[{""id"": 3134, ""name"": ""louisiana""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 207419, ""name"": ""infected""}, {""id"": 207891, ""name"": ""walking dead""}, {""id"": 209618, ""name"": ""baton rouge""}]",en,Navy Seals vs. Zombies,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies.",2.394613,"[{""name"": ""Hollywood Media Bridge"", ""id"": 3546}, {""name"": ""Throne Productions"", ""id"": 63993}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-10-08 00:00:00,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Navy Seals vs. Zombies,3.5,36
3682,5000000,"[{""id"": 35, ""name"": ""Comedy""}]",,300706,"[{""id"": 199073, ""name"": ""wife murder""}, {""id"": 208508, ""name"": ""murder plot""}]",en,Let's Kill Ward's Wife,"Everyone hates Ward’s wife and wants her dead, Ward (Donald Faison) most of all. But when his friends’ murderous fantasies turn into an (accidental) reality, they have to deal with a whole new set of problems — like how to dispose of the body and still make their 3 p.m. tee time. Scott Foley's directorial debut, also starring Foley, Patrick Wilson, Amy Acker, and Nicolette Sheridan, is a blackly comic caper about helping a friend out of a bad relationship by any means necessary.",8.496364,"[{""name"": ""Lost Rhino Films"", ""id"": 39328}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-23 00:00:00,0,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Real Friends Do the Dirty Work.,Let's Kill Ward's Wife,5.5,76
3705,5000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.momsnightoutmovie.com/,252680,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 4602, ""name"": ""stress""}, {""id"": 10103, ""name"": ""children""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 11093, ""name"": ""parenthood""}, {""id"": 15025, ""name"": ""parenting""}, {""id"": 166123, ""name"": ""parent child relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Moms' Night Out,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?",10.274542,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Pure Flix Entertainment"", ""id"": 6427}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""FourBoys Entertainment"", ""id"": 80078}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-25 00:00:00,10429707,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What could go wrong?,Moms' Night Out,5.5,121
3718,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,281730,[],en,Fugly,"It is a story of 4 friends - Dev, Gaurav, Aditya &amp; Devi. The cast is young &amp; fresh. They are at the cusp of their lives - The college has just about finished, but career path is yet to be set. These are the last few days of true freedom that we have all gone through, and still cherish. These friends are conscientious, they will have fun but would never cross the boundaries - They all have dreams and expectations from life, but as they say - man proposes, god disposes. Their fun filled and care free life comes to an abrupt halt, when they are faced with an extremely corrupt and seemingly fearless Police Officer. This puts a series of events in motion which will test their friendship and characters - their life becomes 'Fugly'.",0.371337,[],"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2014-06-13 00:00:00,0,134.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Fugly,5.3,2
3720,4400000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,362105,[],en,R.L. Stine's Monsterville: The Cabinet of Souls,Teenage friends must resist the spell of an evil showman staging a house of horrors show in their small town.,3.898737,"[{""name"": ""EveryWhere Studios"", ""id"": 68467}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-29 00:00:00,0,85.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,R.L. Stine's Monsterville: The Cabinet of Souls,6.9,35
3722,4500000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,375290,"[{""id"": 2227, ""name"": ""evacuation""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 15087, ""name"": ""iraq war""}]",hi,Airlift,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",2.551559,"[{""name"": ""T-Series"", ""id"": 3522}, {""name"": ""Hari Om Entertainment Co."", ""id"": 3942}, {""name"": ""Cape Of Good Films"", ""id"": 35063}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2016-01-22 00:00:00,32000000,126.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ml"", ""name"": """"}]",Released,"170,000 Refugees, 488 Flights, 59 Days, 1 Man",Airlift,7.3,57
3724,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",,270938,"[{""id"": 1794, ""name"": ""yakuza""}, {""id"": 11399, ""name"": ""marine""}, {""id"": 14955, ""name"": ""fighting""}]",en,Falcon Rising,"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.",6.988357000000001,"[{""name"": ""Strohberry Films"", ""id"": 39075}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-09-05 00:00:00,0,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Falcon Rising,5.5,71
3742,4000000,"[{""id"": 27, ""name"": ""Horror""}]",http://www.maggiethefilm.com/,287424,"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 12377, ""name"": ""zombie""}]",en,Maggie,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",40.016306,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Grindstone Entertainment Group"", ""id"": 3604}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Sly Predator"", ""id"": 52924}, {""name"": ""Matt Baer Films"", ""id"": 52925}, {""name"": ""Gold Star Films"", ""id"": 68506}, {""name"": ""Lotus Entertainment (I)"", ""id"": 74208}]","[{""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-08 00:00:00,187112,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't Get Bitten,Maggie,5.2,593
3746,4000000,"[{""id"": 53, ""name"": ""Thriller""}]",http://www.theboynextdoorfilm.com/,241251,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 3979, ""name"": ""hidden camera""}, {""id"": 4513, ""name"": ""blind date""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9740, ""name"": ""sociopath""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 11510, ""name"": ""unfaithfulness""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 12974, ""name"": ""principal""}, {""id"": 13063, ""name"": ""car accident""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18049, ""name"": ""sex scene""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 34156, ""name"": ""tied up""}, {""id"": 41019, ""name"": ""car explosion""}, {""id"": 41525, ""name"": ""high school teacher""}, {""id"": 155532, ""name"": ""fatal attraction""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 157799, ""name"": ""older woman younger man relationship""}, {""id"": 158024, ""name"": ""critically bashed""}, {""id"": 162085, ""name"": ""loss of friend""}, {""id"": 172382, ""name"": ""woman in jeopardy""}, {""id"": 186055, ""name"": ""crying woman""}, {""id"": 188294, ""name"": ""damsel in distress""}, {""id"": 207767, ""name"": ""erotic thriller""}, {""id"": 215938, ""name"": ""muscular""}]",en,The Boy Next Door,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",24.161735,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Nuyorican Productions"", ""id"": 1620}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Smart Entertainment"", ""id"": 44783}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-01-23 00:00:00,52425855,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Moment She Couldn't Resist. An Obsession He Can't Control.,The Boy Next Door,4.1,1022
3753,4000000,"[{""id"": 18, ""name"": ""Drama""}]",,85350,"[{""id"": 1850, ""name"": ""daily life""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 5768, ""name"": ""urban life""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 10303, ""name"": ""domestic abuse""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 15025, ""name"": ""parenting""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 18035, ""name"": ""family""}, {""id"": 184439, ""name"": ""divorced parents""}, {""id"": 212643, ""name"": ""abusive husband""}]",en,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",43.40352,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Detour Filmproduction"", ""id"": 11510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-05 00:00:00,44349000,164.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,12 years in the making.,Boyhood,7.5,1971
3762,0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",,184345,"[{""id"": 3358, ""name"": ""haunted house""}]",en,A Haunted House 2,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.",18.428909,"[{""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Open Road Films"", ""id"": 10427}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-17 00:00:00,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It'll scare the #2 out of you.,A Haunted House 2,5.4,346
3779,0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,309503,"[{""id"": 187056, ""name"": ""woman director""}]",en,Zipper,"Sam Ellis is a man on the rise — a hot-shot federal prosecutor on the cusp of a bright political future. But what was meant to be a one-time experience with an escort turns into a growing addiction — a new demon threatening to destroy his life, family, and career.",8.516229,"[{""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Cargo Entertainment"", ""id"": 34380}, {""name"": ""33 Pictures"", ""id"": 60171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-28 00:00:00,0,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Why take the risk,Zipper,5.5,58
3783,4000000,"[{""id"": 18, ""name"": ""Drama""}]",,157847,"[{""id"": 516, ""name"": ""child abuse""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1585, ""name"": ""snake""}, {""id"": 2217, ""name"": ""rain""}, {""id"": 2337, ""name"": ""pedophilia""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4552, ""name"": ""beer""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6563, ""name"": ""wine""}, {""id"": 7410, ""name"": ""fellatio""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10399, ""name"": ""dogfight""}, {""id"": 11333, ""name"": ""cigar smoking""}, {""id"": 11696, ""name"": ""underage drinking""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15518, ""name"": ""facial scar""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 156121, ""name"": ""ex-con""}, {""id"": 159841, ""name"": ""cigarette lighter""}, {""id"": 168867, ""name"": ""grocery store""}, {""id"": 184369, ""name"": ""shot""}, {""id"": 233034, ""name"": ""search for dog""}, {""id"": 233035, ""name"": ""trees""}, {""id"": 233036, ""name"": ""dirt road""}, {""id"": 233037, ""name"": ""assaulting an officer""}, {""id"": 233038, ""name"": ""gallon of water""}]",en,Joe,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.,22.987897,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""Muskat Filmed Properties"", ""id"": 10989}, {""name"": ""Dreambridge Films"", ""id"": 14037}, {""name"": ""Rough House Pictures"", ""id"": 20848}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-11 00:00:00,2365467,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Joe,6.5,338
3797,0,"[{""id"": 18, ""name"": ""Drama""}]",,227975,"[{""id"": 74, ""name"": ""germany""}, {""id"": 237, ""name"": ""gay""}, {""id"": 324, ""name"": ""portugal""}, {""id"": 793, ""name"": ""drowning""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 232235, ""name"": ""brothers""}]",pt,Praia do Futuro,"Donato fails in his attempt to save a drowning man, and meets one of the man's friends. He decides to start his life over, but pieces of his past keep coming after him.",2.611364,"[{""name"": ""Cora\u00e7\u00e3o da Selva"", ""id"": 8580}, {""name"": ""Hank Levine Film"", ""id"": 11445}, {""name"": ""Detailfilm"", ""id"": 48663}, {""name"": ""Watchmen Productions"", ""id"": 93177}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2014-05-01 00:00:00,0,106.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,A hero split in half.,Futuro Beach,6.4,31
3806,4000000,"[{""id"": 27, ""name"": ""Horror""}]",http://www.blumhouse.com/tag/the-veil/,257087,"[{""id"": 6158, ""name"": ""cult""}]",en,The Veil,"The story springs from the real-world headlines of religious cults and mass suicides. With Veil, it begins 30 years ago, when members of a religious cult known as Heaven's Veil take their own lives. The truth behind what really happened remains buried deep in the memory of the sole survivor, a five-year-old girl, who returns to the compound with a documentary crew as an adult. They soon discover something that is far more terrifying than anything they could have imagined.",12.822534,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-04-21 00:00:00,0,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The dead come back,The Veil,4.5,118
3810,0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",http://www.theperfectwave.co.za/,251979,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 9840, ""name"": ""romance""}]",en,The Perfect Wave,"“The Perfect Wave” is the true story of Ian McCormack who grew up surfing the waters of New Zealand. Wanting to dive deeper, Ian sets out on a journey with his best friend that will change his life as they chase the perfect wave.",4.118612000000001,"[{""name"": ""Divine Inspiration, The Fabulous Boomtown Boys"", ""id"": 28024}]","[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2014-02-28 00:00:00,0,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Perfect Wave,4.4,21
3814,0,"[{""id"": 18, ""name"": ""Drama""}]",,266102,"[{""id"": 1691, ""name"": ""dance""}, {""id"": 4051, ""name"": ""ban from profession""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 18009, ""name"": ""iran""}, {""id"": 158455, ""name"": ""oppression""}, {""id"": 185308, ""name"": ""tehran iran""}]",en,Desert Dancer,"Inspirational true story of Iranian dancer Afshin Ghaffarian, who risked his life for his dream to become a dancer despite a nationwide dancing ban.",1.972668,"[{""name"": ""Head Gear Films"", ""id"": 5056}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""May 13 Films"", ""id"": 21460}, {""name"": ""CrossDay Productions Ltd."", ""id"": 32201}, {""name"": ""Morocco Film Assistance"", ""id"": 75564}]","[{""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-07-03 00:00:00,0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be Brave. Be Bold. Be Free.,Desert Dancer,6.5,18
3826,5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",,352978,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 181635, ""name"": ""government conspiracy""}]",en,Chain of Command,"After finding his brother murdered after returning from duty, Webster searches for the perpetrators, but discovers a conspiracy that cuts deep inside the U.S. government.",1.398981,"[{""name"": ""Hollywood Media Bridge"", ""id"": 3546}, {""name"": ""LionsGate"", ""id"": 7571}, {""name"": ""Clear Lake Entertainment"", ""id"": 69028}, {""name"": ""Dog and Pony Media"", ""id"": 69029}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-08-30 00:00:00,0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When duty calls, plans change",Chain of Command,5.3,11
3835,3500000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]",http://a24films.com/films/witch/,310131,"[{""id"": 616, ""name"": ""witch""}, {""id"": 41393, ""name"": ""new england""}, {""id"": 207941, ""name"": ""17th century""}]",en,The Witch,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",50.319662,"[{""name"": ""Parts and Labor"", ""id"": 6531}, {""name"": ""RT Features"", ""id"": 30666}, {""name"": ""Rooks Nest Entertainment"", ""id"": 34456}, {""name"": ""Maiden Voyage Pictures"", ""id"": 41641}, {""name"": ""Pulse Films"", ""id"": 57430}, {""name"": ""Scythia Films"", ""id"": 61011}, {""name"": ""Code Red Productions"", ""id"": 79434}, {""name"": ""Mott Street Pictures"", ""id"": 79435}, {""name"": ""Very Special Projects"", ""id"": 79436}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-19 00:00:00,40423945,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil takes many forms.,The Witch,6.3,1434
3849,0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",http://freestylereleasing.com/the-masked-saint/,370464,"[{""id"": 1499, ""name"": ""pastor""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11431, ""name"": ""wrestler""}]",en,The Masked Saint,"The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor.",0.909067,"[{""name"": ""Freestyle Releasing"", ""id"": 4616}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-01-08 00:00:00,0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Masked Saint,2.9,7
3852,0,"[{""id"": 18, ""name"": ""Drama""}]",,395766,"[{""id"": 11162, ""name"": ""miniseries""}]",en,The Secret,"The Secret is the story of a real-life double murder. James Nesbitt plays Colin Howell, a respectable dentist and pillar of the community, who became a killer in partnership with a Sunday school teacher, Hazel Buchanan, played by Genevieve O'Reilly.",0.042345999999999995,[],[],2016-04-29 00:00:00,0,200.0,[],Released,,The Secret,0.0,0
3855,3500000,"[{""id"": 99, ""name"": ""Documentary""}]",http://www.timetochoose.com,370662,"[{""id"": 2210, ""name"": ""climate change""}, {""id"": 10073, ""name"": ""documentary""}]",en,Time to Choose,"Academy Award® winning director Charles Ferguson's new film investigates global climate change villains and heroes, and reveals practical solutions to act on.",1.6181379999999999,"[{""name"": ""Representational Pictures"", ""id"": 8796}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-04 00:00:00,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Climate change for good.,Time to Choose,0.0,0
3857,3500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,256740,[],en,Wicked Blood,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.",3.158056,"[{""name"": ""NAZZ Productions"", ""id"": 7720}, {""name"": ""Industrial Entertainment"", ""id"": 20305}, {""name"": ""Primary PIctures"", ""id"": 20306}, {""name"": ""Thunder Smoke Media"", ""id"": 20307}, {""name"": ""VMI Worldwide"", ""id"": 23688}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-03-04 00:00:00,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Ultimate Endgame,Wicked Blood,5.3,37
3858,0,"[{""id"": 18, ""name"": ""Drama""}]",,299145,"[{""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 188114, ""name"": ""u.s. marine""}]",en,Dawn Patrol,"After the brutal murder of his beloved brother, a small-town surfer seeks revenge against the gang of merciless thugs he holds responsible. However, when another tragedy brings him face to face with the consequences of his actions, he must seek forgiveness from the very people he despises most.",3.230779,"[{""name"": ""Enderby Entertainment"", ""id"": 21608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-06-05 00:00:00,0,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Revenge comes at a price.,Stranded,5.0,11
